Timestamp,Module,Message Class (Log Level),Function,Message,Application state,Queue,Thread ID,App,File,Line
" 2022-02-24T21:47:22.536+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.NSURLSession-work,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:22.536+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey StartTunnelerRequested, failed because the value was not found in the data store.",-,com.citrix.mamsdk.ConfigManagerSharedVault,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:22.536+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.NSURLSession-work,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:22.536+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",-,com.citrix.mamsdk.ConfigManagerSharedVault,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:22.536+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.NSURLSession-work,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:22.537+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MamSdkMvpnNetworkAccess, failed because the value was not found in the data store.",-,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:22.537+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.NSURLSession-work,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:22.537+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MvpnNetworkAccess, failed because the value was not found in the data store.",-,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:22.537+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.NSURLSession-work,d403,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.547+0800 ",CTXMAMNetwork,INFO (4),-[WKWebView(ctx) ctxLoadRequest:],"ctxLoadRequest: <NSMutableURLRequest: 0x280abdcf0> { URL: https://www.msn.com/spartan/mmx?locale=&pcsonly=true&rt=1&percentage=82 }",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,245
" 2022-02-24T21:47:23.547+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.548+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.549+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MamSdkMvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.549+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.549+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.549+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.549+0800 ",CTXMAMNetwork,INFO (4),+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport],"+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport] - Network access policy is 1",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,371
" 2022-02-24T21:47:23.728+0800 ",CTXMAMNetwork,INFO (4),-[WKWebView(ctx) ctxInitWithFrame:configuration:],"ctxInitWithFrame: {{0, 0}, {0, 0}}, <WKWebViewConfiguration: 0x1520ee3f0; processPool = <WKProcessPool: 0x14dd27160; configuration = <_WKProcessPoolConfiguration: 0x283f9dad0>>; preferences = <WKPreferences: 0x282b8a260>>",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,209
" 2022-02-24T21:47:23.728+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.728+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MamSdkMvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.729+0800 ",CTXMAMNetwork,INFO (4),+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport],"+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport] - Network access policy is 1",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,371
" 2022-02-24T21:47:23.729+0800 ",CTXMAMNetwork,INFO (4),-[WKWebView(ctx) ctxInitWithFrame:configuration:],"ctxInitWithFrame - checkIfPoliciesDictateWKWebViewHookingSupport returned NO",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,213
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey xmsAppInfo, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.729+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager xmsAppInfo],"xmsAppInfo is nil.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,840
" 2022-02-24T21:47:23.729+0800 ",CTXMAMNetwork,INFO (4),+[WKWebView(ctx) registerForPoliciesAvailableToReinitializeWKWebView:],"Waiting for policies to be available to set WK config.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,450
" 2022-02-24T21:47:23.732+0800 ",CTXMAMNetwork,INFO (4),-[WKWebView(ctx) ctxSetNavigationDelegate:],"ctxSetNavigationDelegate - delegate: <CRWWKNavigationHandler: 0x283387cf0>, self.navigationDelegate: (null), self.delegateProxy: (null)",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,283
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MamSdkMvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey MvpnNetworkAccess, failed because the value was not found in the data store.",Active,com.citrix.mamsdk.ConfigManagerPerAppVault.com.microsoft.msedge,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-02-24T21:47:23.732+0800 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-02-24T21:47:23.732+0800 ",CTXMAMNetwork,INFO (4),+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport],"+[WKWebView(ctx) checkIfPoliciesDictateWKWebViewHookingSupport] - Network access policy is 1",Active,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/WKWebView/WKWebView+ctx.m,371
